-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2015 through 08/01/2025 in LST
Location: Latitude  24.3415   Longitude 120.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WS10M
2024,6,5,12,2.4,2.34
2024,6,5,13,2.19,2.17
2024,6,5,14,2.09,2.1
2024,6,5,15,2.24,2.25
2024,6,5,16,2.36,2.37
2024,6,5,17,2.1,2.11
2024,6,5,18,1.57,1.61
2024,6,5,19,1.21,1.25
2024,6,5,20,1.3,1.3
2024,6,5,21,1.55,1.5
2024,6,5,22,1.78,1.7
2024,6,5,23,1.49,1.43
2024,6,6,0,0.83,0.81
2024,6,6,1,0.4,0.48
2024,6,6,2,0.92,0.98
2024,6,6,3,1.43,1.46
2024,6,6,4,1.9,1.91
2024,6,6,5,2.07,2.08
2024,6,6,6,1.96,2.0
2024,6,6,7,2.03,2.1
2024,6,6,8,2.45,2.5
2024,6,6,9,2.81,2.84
2024,6,6,10,3.05,3.06
2024,6,6,11,3.43,3.42
2024,6,6,12,3.94,3.9
2024,6,6,13,4.53,4.44
2024,6,6,14,5.04,4.91
2024,6,6,15,5.5,5.31
2024,6,6,16,5.86,5.61
2024,6,6,17,6.14,5.83
2024,6,6,18,6.36,6.01
2024,6,6,19,6.55,6.15
2024,6,6,20,6.79,6.34
2024,6,6,21,6.97,6.48
2024,6,6,22,6.93,6.46
2024,6,6,23,6.78,6.34
2024,6,7,0,6.7,6.28
2024,6,7,1,6.81,6.4
2024,6,7,2,7.06,6.63
2024,6,7,3,7.35,6.88
2024,6,7,4,7.58,7.08
2024,6,7,5,7.7,7.16
2024,6,7,6,7.62,7.09
2024,6,7,7,7.38,6.87
2024,6,7,8,7.07,6.62
2024,6,7,9,6.85,6.44
2024,6,7,10,6.87,6.47
2024,6,7,11,7.07,6.66
2024,6,7,12,7.28,6.84
2024,6,7,13,7.19,6.76
2024,6,7,14,6.77,6.38
2024,6,7,15,6.27,5.91
2024,6,7,16,5.79,5.47
2024,6,7,17,5.63,5.3
2024,6,7,18,5.79,5.43
2024,6,7,19,5.5,5.14
2024,6,7,20,4.71,4.43
2024,6,7,21,4.47,4.19
2024,6,7,22,4.45,4.19
2024,6,7,23,4.5,4.24
2024,6,8,0,4.7,4.45
2024,6,8,1,5.01,4.73
2024,6,8,2,5.16,4.88
2024,6,8,3,5.1,4.83
2024,6,8,4,4.98,4.73
2024,6,8,5,4.85,4.61
2024,6,8,6,4.85,4.61
2024,6,8,7,4.95,4.71
2024,6,8,8,5.11,4.86
2024,6,8,9,5.18,4.93
2024,6,8,10,5.06,4.84
2024,6,8,11,4.52,4.35
2024,6,8,12,3.79,3.68
2024,6,8,13,3.16,3.11
2024,6,8,14,2.87,2.81
2024,6,8,15,2.71,2.64
2024,6,8,16,2.47,2.4
2024,6,8,17,2.02,1.96
2024,6,8,18,1.61,1.57
2024,6,8,19,1.17,1.16
2024,6,8,20,1.2,1.18
2024,6,8,21,1.7,1.62
2024,6,8,22,1.87,1.75
2024,6,8,23,2.44,2.28
2024,6,9,0,3.32,3.06
2024,6,9,1,4.01,3.62
2024,6,9,2,4.31,3.78
2024,6,9,3,4.37,3.7
2024,6,9,4,4.44,3.72
2024,6,9,5,4.35,3.7
2024,6,9,6,4.21,3.69
2024,6,9,7,4.13,3.67
2024,6,9,8,4.18,3.73
2024,6,9,9,4.24,3.78
2024,6,9,10,4.29,3.83
2024,6,9,11,4.44,3.98
2024,6,9,12,4.47,4.01
2024,6,9,13,4.44,3.97
2024,6,9,14,4.57,4.06
2024,6,9,15,4.81,4.25
2024,6,9,16,4.95,4.36
2024,6,9,17,4.93,4.25
2024,6,9,18,4.77,4.02
2024,6,9,19,4.86,3.99
2024,6,9,20,5.21,4.19
2024,6,9,21,5.53,4.41
2024,6,9,22,5.91,4.72
2024,6,9,23,6.47,5.22
2024,6,10,0,7.04,5.73
2024,6,10,1,7.42,6.08
2024,6,10,2,7.61,6.25
2024,6,10,3,7.61,6.24
2024,6,10,4,7.62,6.25
2024,6,10,5,7.57,6.2
2024,6,10,6,7.36,6.02
2024,6,10,7,7.21,5.89
2024,6,10,8,7.29,5.98
2024,6,10,9,7.39,6.1
2024,6,10,10,7.45,6.22
2024,6,10,11,7.77,6.57
2024,6,10,12,8.06,6.89
2024,6,10,13,8.2,7.06
2024,6,10,14,8.26,7.14
2024,6,10,15,8.22,7.09
2024,6,10,16,8.3,7.12
2024,6,10,17,8.34,7.08
2024,6,10,18,8.46,7.14
2024,6,10,19,8.81,7.39
2024,6,10,20,9.29,7.78
2024,6,10,21,9.69,8.08
2024,6,10,22,9.94,8.28
2024,6,10,23,9.97,8.36
2024,6,11,0,9.7,8.21
2024,6,11,1,9.61,8.15
2024,6,11,2,9.47,8.06
2024,6,11,3,9.35,7.94
2024,6,11,4,9.25,7.82
2024,6,11,5,9.11,7.66
2024,6,11,6,9.0,7.49
2024,6,11,7,8.98,7.36
2024,6,11,8,9.09,7.41
2024,6,11,9,9.11,7.43
2024,6,11,10,9.06,7.41
2024,6,11,11,9.07,7.42
2024,6,11,12,9.03,7.41
2024,6,11,13,9.07,7.46
2024,6,11,14,9.05,7.43
2024,6,11,15,9.03,7.38
2024,6,11,16,9.02,7.32
2024,6,11,17,9.04,7.34
2024,6,11,18,9.1,7.39
2024,6,11,19,9.29,7.56
2024,6,11,20,9.53,7.79
2024,6,11,21,9.73,7.99
2024,6,11,22,9.72,8.03
2024,6,11,23,9.59,7.95
2024,6,12,0,9.18,7.63
2024,6,12,1,8.7,7.26
2024,6,12,2,8.44,7.03
2024,6,12,3,8.27,6.86
2024,6,12,4,8.19,6.72
2024,6,12,5,8.26,6.69
2024,6,12,6,8.5,6.83
2024,6,12,7,8.77,7.06
2024,6,12,8,9.19,7.41
2024,6,12,9,9.58,7.85
2024,6,12,10,9.85,8.15
2024,6,12,11,10.2,8.48
2024,6,12,12,10.56,8.78
2024,6,12,13,10.88,9.06
2024,6,12,14,11.21,9.36
2024,6,12,15,11.49,9.57
2024,6,12,16,11.67,9.7
2024,6,12,17,11.64,9.68
2024,6,12,18,11.51,9.55
2024,6,12,19,11.35,9.38
2024,6,12,20,11.2,9.23
2024,6,12,21,10.97,9.05
2024,6,12,22,10.75,8.86
2024,6,12,23,10.71,8.81
2024,6,13,0,10.63,8.72
2024,6,13,1,10.46,8.56
2024,6,13,2,10.17,8.29
2024,6,13,3,10.01,8.14
2024,6,13,4,9.88,8.03
2024,6,13,5,9.78,7.97
2024,6,13,6,9.62,7.9
2024,6,13,7,9.27,7.65
2024,6,13,8,8.79,7.29
2024,6,13,9,8.26,6.9
2024,6,13,10,7.55,6.36
2024,6,13,11,7.03,5.83
2024,6,13,12,7.14,5.8
2024,6,13,13,7.58,6.18
2024,6,13,14,7.88,6.54
2024,6,13,15,7.99,6.72
2024,6,13,16,8.08,6.79
2024,6,13,17,7.97,6.61
2024,6,13,18,7.86,6.46
2024,6,13,19,8.0,6.53
2024,6,13,20,8.49,6.89
2024,6,13,21,9.43,7.68
2024,6,13,22,10.19,8.38
2024,6,13,23,9.9,8.14
2024,6,14,0,9.04,7.39
2024,6,14,1,8.65,7.08
2024,6,14,2,9.11,7.47
2024,6,14,3,9.47,7.81
2024,6,14,4,9.67,7.93
2024,6,14,5,10.59,8.54
2024,6,14,6,10.2,8.4
2024,6,14,7,9.62,7.88
2024,6,14,8,9.64,7.84
2024,6,14,9,9.9,8.01
2024,6,14,10,10.16,8.22
2024,6,14,11,10.44,8.53
2024,6,14,12,10.45,8.66
2024,6,14,13,10.53,8.7
2024,6,14,14,10.82,8.87
2024,6,14,15,10.84,8.88
2024,6,14,16,10.74,8.76
2024,6,14,17,10.61,8.58
2024,6,14,18,10.44,8.36
2024,6,14,19,10.24,8.17
2024,6,14,20,10.32,8.26
2024,6,14,21,10.58,8.53
2024,6,14,22,10.83,8.8
2024,6,14,23,10.49,8.48
2024,6,15,0,9.75,7.8
2024,6,15,1,9.29,7.42
2024,6,15,2,9.23,7.43
2024,6,15,3,9.2,7.43
2024,6,15,4,9.07,7.32
2024,6,15,5,8.97,7.21
2024,6,15,6,8.85,7.1
2024,6,15,7,8.69,6.94
2024,6,15,8,8.7,6.92
2024,6,15,9,8.72,6.94
2024,6,15,10,8.58,6.84
2024,6,15,11,8.34,6.6
2024,6,15,12,8.12,6.34
2024,6,15,13,8.06,6.23
2024,6,15,14,8.06,6.16
2024,6,15,15,8.1,6.11
2024,6,15,16,7.97,5.88
2024,6,15,17,8.02,5.82
2024,6,15,18,8.33,6.06
2024,6,15,19,8.66,6.38
2024,6,15,20,8.96,6.74
2024,6,15,21,9.22,7.09
2024,6,15,22,9.39,7.37
2024,6,15,23,9.75,7.78
2024,6,16,0,10.04,8.06
2024,6,16,1,10.17,8.2
2024,6,16,2,10.26,8.29
2024,6,16,3,10.33,8.34
2024,6,16,4,10.31,8.3
2024,6,16,5,10.01,8.02
2024,6,16,6,9.47,7.51
2024,6,16,7,8.87,6.92
2024,6,16,8,8.47,6.42
2024,6,16,9,8.41,6.2
2024,6,16,10,8.49,6.18
2024,6,16,11,8.91,6.52
2024,6,16,12,9.23,6.82
2024,6,16,13,9.14,6.82
2024,6,16,14,8.78,6.59
2024,6,16,15,8.34,6.2
2024,6,16,16,7.96,5.8
2024,6,16,17,7.67,5.47
2024,6,16,18,7.65,5.4
2024,6,16,19,7.96,5.71
2024,6,16,20,8.56,6.34
2024,6,16,21,9.14,6.98
2024,6,16,22,9.42,7.31
2024,6,16,23,9.21,7.1
2024,6,17,0,8.81,6.63
2024,6,17,1,9.2,7.09
2024,6,17,2,10.01,7.77
2024,6,17,3,10.5,8.3
2024,6,17,4,11.01,8.77
2024,6,17,5,11.57,9.38
2024,6,17,6,12.3,10.25
2024,6,17,7,12.04,10.27
2024,6,17,8,10.88,9.35
2024,6,17,9,9.92,8.52
2024,6,17,10,9.25,7.91
2024,6,17,11,9.18,7.82
2024,6,17,12,9.17,7.79
2024,6,17,13,8.98,7.61
2024,6,17,14,8.83,7.43
2024,6,17,15,8.59,7.18
2024,6,17,16,8.27,6.87
2024,6,17,17,8.18,6.7
2024,6,17,18,8.25,6.63
2024,6,17,19,8.42,6.7
2024,6,17,20,8.34,6.58
2024,6,17,21,8.19,6.42
2024,6,17,22,8.09,6.31
2024,6,17,23,7.77,5.98
2024,6,18,0,7.55,5.7
2024,6,18,1,7.16,5.33
2024,6,18,2,6.46,4.64
2024,6,18,3,5.76,3.99
2024,6,18,4,5.57,3.79
2024,6,18,5,5.56,3.78
2024,6,18,6,5.42,3.68
2024,6,18,7,4.91,3.28
2024,6,18,8,4.51,2.97
2024,6,18,9,4.4,2.89
2024,6,18,10,4.31,2.84
2024,6,18,11,4.27,2.81
2024,6,18,12,4.24,2.76
2024,6,18,13,4.37,2.85
2024,6,18,14,4.62,3.03
2024,6,18,15,4.92,3.25
2024,6,18,16,5.16,3.44
2024,6,18,17,5.37,3.63
2024,6,18,18,5.57,3.84
2024,6,18,19,5.82,4.09
2024,6,18,20,6.09,4.37
2024,6,18,21,6.29,4.58
2024,6,18,22,6.46,4.82
2024,6,18,23,6.62,5.13
2024,6,19,0,7.08,5.75
2024,6,19,1,7.74,6.47
2024,6,19,2,8.09,6.87
2024,6,19,3,7.92,6.78
2024,6,19,4,7.46,6.43
2024,6,19,5,6.9,5.92
2024,6,19,6,6.47,5.49
2024,6,19,7,6.02,5.06
2024,6,19,8,5.67,4.7
2024,6,19,9,5.51,4.57
2024,6,19,10,5.56,4.63
2024,6,19,11,5.89,4.96
2024,6,19,12,6.47,5.49
2024,6,19,13,7.11,6.08
2024,6,19,14,7.58,6.48
2024,6,19,15,7.5,6.38
2024,6,19,16,7.11,6.0
2024,6,19,17,6.54,5.52
2024,6,19,18,5.7,4.83
2024,6,19,19,5.06,4.33
2024,6,19,20,5.02,4.36
2024,6,19,21,5.47,4.8
2024,6,19,22,6.07,5.36
2024,6,19,23,6.46,5.71
2024,6,20,0,6.49,5.72
2024,6,20,1,6.24,5.47
2024,6,20,2,6.06,5.31
2024,6,20,3,5.9,5.14
2024,6,20,4,5.61,4.87
2024,6,20,5,5.59,4.84
2024,6,20,6,5.67,4.92
2024,6,20,7,5.54,4.79
2024,6,20,8,5.42,4.7
2024,6,20,9,5.56,4.84
2024,6,20,10,5.83,5.09
2024,6,20,11,5.98,5.22
2024,6,20,12,5.98,5.21
2024,6,20,13,5.91,5.16
2024,6,20,14,5.81,5.05
2024,6,20,15,5.6,4.84
2024,6,20,16,5.39,4.64
2024,6,20,17,5.37,4.59
2024,6,20,18,5.39,4.57
2024,6,20,19,5.53,4.65
2024,6,20,20,5.63,4.7
2024,6,20,21,5.57,4.61
2024,6,20,22,5.49,4.53
2024,6,20,23,5.41,4.49
2024,6,21,0,5.35,4.48
2024,6,21,1,5.28,4.48
2024,6,21,2,5.31,4.55
2024,6,21,3,5.28,4.56
2024,6,21,4,5.01,4.34
2024,6,21,5,4.58,3.93
2024,6,21,6,4.26,3.58
2024,6,21,7,4.5,3.73
2024,6,21,8,5.15,4.3
2024,6,21,9,5.82,4.92
2024,6,21,10,6.42,5.46
2024,6,21,11,6.65,5.69
2024,6,21,12,6.61,5.69
2024,6,21,13,6.68,5.78
2024,6,21,14,6.92,6.01
2024,6,21,15,6.69,5.81
2024,6,21,16,6.04,5.24
2024,6,21,17,5.41,4.66
2024,6,21,18,5.19,4.42
2024,6,21,19,5.52,4.68
2024,6,21,20,6.08,5.13
2024,6,21,21,6.73,5.66
2024,6,21,22,7.23,6.08
2024,6,21,23,7.73,6.53
2024,6,22,0,8.11,6.87
2024,6,22,1,8.52,7.22
2024,6,22,2,8.97,7.61
2024,6,22,3,9.04,7.66
2024,6,22,4,8.35,7.06
2024,6,22,5,7.56,6.36
2024,6,22,6,7.19,6.02
2024,6,22,7,7.58,6.34
2024,6,22,8,8.4,7.04
2024,6,22,9,8.83,7.39
2024,6,22,10,8.79,7.34
2024,6,22,11,8.51,7.14
2024,6,22,12,8.21,6.93
2024,6,22,13,7.83,6.66
2024,6,22,14,7.59,6.53
2024,6,22,15,7.67,6.63
2024,6,22,16,7.96,6.84
2024,6,22,17,8.03,6.78
2024,6,22,18,8.01,6.58
2024,6,22,19,8.26,6.69
2024,6,22,20,9.09,7.46
2024,6,22,21,10.02,8.52
2024,6,22,22,10.19,8.96
2024,6,22,23,9.33,8.37
2024,6,23,0,8.09,7.3
2024,6,23,1,7.41,6.68
2024,6,23,2,7.18,6.41
2024,6,23,3,6.86,6.04
2024,6,23,4,6.78,5.85
2024,6,23,5,6.91,5.88
2024,6,23,6,7.08,6.02
2024,6,23,7,7.36,6.25
2024,6,23,8,7.65,6.51
2024,6,23,9,7.73,6.61
2024,6,23,10,7.67,6.6
2024,6,23,11,7.53,6.51
2024,6,23,12,7.34,6.38
2024,6,23,13,7.23,6.27
2024,6,23,14,7.11,6.16
2024,6,23,15,7.13,6.12
2024,6,23,16,7.42,6.3
2024,6,23,17,7.68,6.51
2024,6,23,18,8.04,6.79
2024,6,23,19,8.39,7.13
2024,6,23,20,8.35,7.11
2024,6,23,21,7.79,6.61
2024,6,23,22,7.14,6.06
2024,6,23,23,6.98,5.96
2024,6,24,0,7.35,6.32
2024,6,24,1,7.8,6.73
2024,6,24,2,8.04,6.94
2024,6,24,3,8.09,6.97
2024,6,24,4,7.94,6.84
2024,6,24,5,7.71,6.64
2024,6,24,6,7.4,6.36
2024,6,24,7,7.31,6.22
2024,6,24,8,7.45,6.32
2024,6,24,9,7.55,6.4
2024,6,24,10,7.66,6.49
2024,6,24,11,7.9,6.68
2024,6,24,12,8.06,6.84
2024,6,24,13,7.97,6.78
2024,6,24,14,7.67,6.56
2024,6,24,15,7.26,6.22
2024,6,24,16,7.09,6.08
2024,6,24,17,6.8,5.81
2024,6,24,18,6.36,5.4
2024,6,24,19,6.02,5.07
2024,6,24,20,5.67,4.76
2024,6,24,21,5.43,4.57
2024,6,24,22,5.17,4.41
2024,6,24,23,5.17,4.51
2024,6,25,0,5.53,4.88
2024,6,25,1,6.0,5.3
2024,6,25,2,6.35,5.6
2024,6,25,3,6.31,5.58
2024,6,25,4,6.2,5.48
2024,6,25,5,6.42,5.64
2024,6,25,6,6.76,5.9
2024,6,25,7,6.9,5.96
2024,6,25,8,6.76,5.8
2024,6,25,9,6.6,5.62
2024,6,25,10,6.35,5.44
2024,6,25,11,6.0,5.17
2024,6,25,12,5.65,4.89
2024,6,25,13,5.35,4.65
2024,6,25,14,5.21,4.54
2024,6,25,15,4.82,4.2
2024,6,25,16,4.12,3.58
2024,6,25,17,3.53,3.07
2024,6,25,18,2.96,2.58
2024,6,25,19,2.72,2.4
2024,6,25,20,2.94,2.63
2024,6,25,21,3.37,3.02
2024,6,25,22,3.25,2.92
2024,6,25,23,2.46,2.21
2024,6,26,0,1.86,1.66
2024,6,26,1,1.75,1.58
2024,6,26,2,1.79,1.63
2024,6,26,3,2.04,1.85
2024,6,26,4,2.24,2.06
2024,6,26,5,2.2,2.02
2024,6,26,6,1.75,1.63
2024,6,26,7,1.45,1.36
2024,6,26,8,1.56,1.47
2024,6,26,9,2.08,2.0
2024,6,26,10,2.49,2.38
2024,6,26,11,2.77,2.65
2024,6,26,12,2.77,2.67
2024,6,26,13,2.69,2.59
2024,6,26,14,2.58,2.49
2024,6,26,15,2.52,2.41
2024,6,26,16,2.53,2.41
2024,6,26,17,2.8,2.64
2024,6,26,18,3.1,2.9
2024,6,26,19,2.96,2.77
2024,6,26,20,2.5,2.34
2024,6,26,21,2.2,2.07
2024,6,26,22,2.13,1.98
2024,6,26,23,2.01,1.88
2024,6,27,0,1.69,1.59
2024,6,27,1,1.49,1.41
2024,6,27,2,1.47,1.39
2024,6,27,3,1.72,1.64
2024,6,27,4,1.84,1.76
2024,6,27,5,1.55,1.49
2024,6,27,6,1.16,1.11
2024,6,27,7,1.06,1.04
2024,6,27,8,1.76,1.72
2024,6,27,9,2.71,2.63
2024,6,27,10,3.41,3.27
2024,6,27,11,3.74,3.57
2024,6,27,12,3.77,3.6
2024,6,27,13,3.63,3.46
2024,6,27,14,3.22,3.07
2024,6,27,15,2.66,2.54
2024,6,27,16,2.06,1.98
2024,6,27,17,1.4,1.35
2024,6,27,18,1.04,1.0
2024,6,27,19,1.06,1.03
2024,6,27,20,1.26,1.22
2024,6,27,21,1.57,1.51
2024,6,27,22,2.11,2.01
2024,6,27,23,2.72,2.57
2024,6,28,0,3.29,3.09
2024,6,28,1,3.8,3.56
2024,6,28,2,4.08,3.8
2024,6,28,3,4.17,3.88
2024,6,28,4,4.28,3.92
2024,6,28,5,4.48,4.07
2024,6,28,6,4.87,4.39
2024,6,28,7,5.39,4.84
2024,6,28,8,5.87,5.26
2024,6,28,9,6.33,5.66
2024,6,28,10,6.59,5.88
2024,6,28,11,6.61,5.87
2024,6,28,12,6.47,5.73
2024,6,28,13,6.22,5.49
2024,6,28,14,5.95,5.22
2024,6,28,15,5.79,5.05
2024,6,28,16,5.76,4.96
2024,6,28,17,5.81,4.99
2024,6,28,18,5.89,5.03
2024,6,28,19,6.23,5.32
2024,6,28,20,6.88,5.89
2024,6,28,21,7.53,6.47
2024,6,28,22,7.89,6.8
2024,6,28,23,8.03,6.94
2024,6,29,0,8.09,7.01
2024,6,29,1,8.17,7.1
2024,6,29,2,8.22,7.15
2024,6,29,3,8.28,7.21
2024,6,29,4,8.34,7.26
2024,6,29,5,8.54,7.36
2024,6,29,6,8.62,7.48
2024,6,29,7,8.7,7.52
2024,6,29,8,9.04,7.8
2024,6,29,9,9.58,8.25
2024,6,29,10,10.27,8.78
2024,6,29,11,10.95,9.32
2024,6,29,12,11.18,9.54
2024,6,29,13,11.29,9.63
2024,6,29,14,11.92,10.15
2024,6,29,15,12.24,10.46
2024,6,29,16,12.24,10.47
2024,6,29,17,12.23,10.45
2024,6,29,18,12.57,10.76
2024,6,29,19,13.03,11.15
2024,6,29,20,13.15,11.25
2024,6,29,21,12.78,10.96
2024,6,29,22,12.09,10.39
2024,6,29,23,11.6,9.99
2024,6,30,0,11.39,9.8
2024,6,30,1,11.22,9.68
2024,6,30,2,11.17,9.63
2024,6,30,3,11.12,9.59
2024,6,30,4,10.95,9.46
2024,6,30,5,10.61,9.18
2024,6,30,6,10.38,8.98
2024,6,30,7,10.29,8.87
2024,6,30,8,10.17,8.77
2024,6,30,9,10.02,8.63
2024,6,30,10,10.05,8.65
2024,6,30,11,10.16,8.73
2024,6,30,12,10.08,8.67
2024,6,30,13,9.91,8.52
2024,6,30,14,9.83,8.41
2024,6,30,15,9.66,8.21
2024,6,30,16,9.51,8.05
2024,6,30,17,9.45,8.0
2024,6,30,18,9.43,8.0
2024,6,30,19,9.51,8.08
2024,6,30,20,9.71,8.28
2024,6,30,21,9.75,8.37
2024,6,30,22,9.81,8.44
2024,6,30,23,9.8,8.42
2024,7,1,0,9.51,8.16
2024,7,1,1,9.15,7.87
2024,7,1,2,8.94,7.68
2024,7,1,3,8.77,7.53
2024,7,1,4,8.53,7.3
2024,7,1,5,8.41,7.2
2024,7,1,6,8.31,7.14
2024,7,1,7,8.41,7.19
2024,7,1,8,8.57,7.37
2024,7,1,9,8.55,7.4
2024,7,1,10,8.47,7.38
2024,7,1,11,8.44,7.37
2024,7,1,12,8.46,7.34
2024,7,1,13,8.65,7.46
2024,7,1,14,8.95,7.65
2024,7,1,15,9.27,7.88
2024,7,1,16,9.52,8.05
2024,7,1,17,9.39,7.86
2024,7,1,18,9.09,7.52
2024,7,1,19,8.81,7.21
2024,7,1,20,8.6,7.05
2024,7,1,21,8.49,7.0
2024,7,1,22,8.5,7.08
2024,7,1,23,8.61,7.23
2024,7,2,0,8.74,7.41
2024,7,2,1,8.71,7.43
2024,7,2,2,8.67,7.41
2024,7,2,3,8.73,7.45
2024,7,2,4,9.03,7.69
2024,7,2,5,9.14,7.79
2024,7,2,6,9.14,7.79
2024,7,2,7,9.26,7.84
2024,7,2,8,9.38,7.92
2024,7,2,9,9.16,7.75
2024,7,2,10,8.89,7.52
2024,7,2,11,8.8,7.51
2024,7,2,12,8.82,7.61
2024,7,2,13,8.74,7.57
2024,7,2,14,8.56,7.45
2024,7,2,15,8.34,7.28
2024,7,2,16,8.17,7.15
2024,7,2,17,7.95,6.96
2024,7,2,18,7.82,6.83
2024,7,2,19,7.85,6.84
2024,7,2,20,7.96,6.93
2024,7,2,21,8.14,7.08
2024,7,2,22,8.35,7.26
2024,7,2,23,8.48,7.39
2024,7,3,0,8.43,7.35
2024,7,3,1,8.29,7.23
2024,7,3,2,8.09,7.03
2024,7,3,3,7.77,6.76
2024,7,3,4,7.18,6.26
2024,7,3,5,6.46,5.65
2024,7,3,6,5.76,5.01
2024,7,3,7,5.29,4.56
2024,7,3,8,4.99,4.25
2024,7,3,9,4.89,4.14
2024,7,3,10,4.94,4.17
2024,7,3,11,5.03,4.24
2024,7,3,12,4.94,4.17
2024,7,3,13,4.57,3.84
2024,7,3,14,4.08,3.4
2024,7,3,15,3.72,3.07
2024,7,3,16,3.43,2.8
2024,7,3,17,3.1,2.49
2024,7,3,18,2.91,2.31
2024,7,3,19,2.99,2.37
2024,7,3,20,3.28,2.63
2024,7,3,21,3.64,2.97
2024,7,3,22,4.0,3.36
2024,7,3,23,4.36,3.8
2024,7,4,0,4.6,4.12
2024,7,4,1,4.67,4.24
2024,7,4,2,4.87,4.4
2024,7,4,3,5.11,4.61
2024,7,4,4,5.33,4.82
2024,7,4,5,5.28,4.8
2024,7,4,6,5.04,4.6
2024,7,4,7,4.86,4.44
2024,7,4,8,4.83,4.42
2024,7,4,9,4.97,4.55
2024,7,4,10,5.17,4.73
2024,7,4,11,5.4,4.95
2024,7,4,12,5.48,5.02
2024,7,4,13,5.27,4.84
2024,7,4,14,4.84,4.46
2024,7,4,15,4.41,4.07
2024,7,4,16,4.24,3.93
2024,7,4,17,4.27,3.95
2024,7,4,18,4.52,4.17
2024,7,4,19,4.84,4.43
2024,7,4,20,5.06,4.62
2024,7,4,21,5.19,4.72
2024,7,4,22,5.34,4.83
2024,7,4,23,5.43,4.92
2024,7,5,0,5.37,4.9
2024,7,5,1,5.19,4.74
2024,7,5,2,5.0,4.56
2024,7,5,3,4.77,4.37
2024,7,5,4,4.56,4.18
2024,7,5,5,4.12,3.79
2024,7,5,6,3.68,3.41
2024,7,5,7,3.4,3.17
2024,7,5,8,3.25,3.06
2024,7,5,9,3.27,3.08
2024,7,5,10,3.44,3.25
2024,7,5,11,3.87,3.64
2024,7,5,12,4.16,3.9
2024,7,5,13,4.11,3.86
2024,7,5,14,3.88,3.64
2024,7,5,15,3.57,3.34
2024,7,5,16,3.32,3.12
2024,7,5,17,3.25,3.03
2024,7,5,18,3.39,3.16
2024,7,5,19,3.68,3.41
2024,7,5,20,3.97,3.66
2024,7,5,21,4.2,3.86
2024,7,5,22,4.38,4.02
2024,7,5,23,4.46,4.11
2024,7,6,0,4.41,4.06
2024,7,6,1,4.29,3.95
2024,7,6,2,4.17,3.83
2024,7,6,3,4.08,3.73
2024,7,6,4,4.02,3.66
2024,7,6,5,4.07,3.68
2024,7,6,6,4.15,3.73
2024,7,6,7,4.25,3.78
2024,7,6,8,4.36,3.87
2024,7,6,9,4.64,4.1
2024,7,6,10,4.83,4.25
2024,7,6,11,4.95,4.38
2024,7,6,12,4.95,4.39
2024,7,6,13,4.88,4.33
2024,7,6,14,4.79,4.22
2024,7,6,15,4.81,4.21
2024,7,6,16,4.78,4.16
2024,7,6,17,4.59,3.96
2024,7,6,18,4.45,3.75
2024,7,6,19,4.66,3.83
2024,7,6,20,4.96,3.96
2024,7,6,21,5.49,4.36
2024,7,6,22,7.12,5.9
2024,7,6,23,7.73,6.49
2024,7,7,0,7.21,6.03
2024,7,7,1,7.11,5.96
2024,7,7,2,6.74,5.63
2024,7,7,3,6.22,5.14
2024,7,7,4,6.07,4.98
2024,7,7,5,6.14,5.05
2024,7,7,6,6.15,5.06
2024,7,7,7,5.86,4.78
2024,7,7,8,5.51,4.44
2024,7,7,9,5.47,4.38
2024,7,7,10,5.86,4.7
2024,7,7,11,6.71,5.41
2024,7,7,12,7.1,5.78
2024,7,7,13,7.14,5.83
2024,7,7,14,7.23,5.95
2024,7,7,15,7.39,6.17
2024,7,7,16,7.26,6.15
2024,7,7,17,5.62,4.6
2024,7,7,18,5.22,4.09
2024,7,7,19,5.65,4.47
2024,7,7,20,5.79,4.61
2024,7,7,21,6.71,5.46
2024,7,7,22,7.87,6.61
2024,7,7,23,8.45,7.21
2024,7,8,0,8.35,7.23
2024,7,8,1,7.84,6.85
2024,7,8,2,7.23,6.38
2024,7,8,3,6.76,6.0
2024,7,8,4,6.32,5.64
2024,7,8,5,5.73,5.15
2024,7,8,6,5.38,4.85
2024,7,8,7,5.11,4.63
2024,7,8,8,5.08,4.6
2024,7,8,9,5.29,4.79
2024,7,8,10,5.65,5.12
2024,7,8,11,6.11,5.51
2024,7,8,12,6.34,5.7
2024,7,8,13,6.33,5.69
2024,7,8,14,6.3,5.65
2024,7,8,15,6.33,5.67
2024,7,8,16,6.41,5.75
2024,7,8,17,6.38,5.71
2024,7,8,18,6.29,5.64
2024,7,8,19,6.16,5.52
2024,7,8,20,6.03,5.42
2024,7,8,21,5.99,5.4
2024,7,8,22,6.12,5.54
2024,7,8,23,6.56,5.93
2024,7,9,0,7.21,6.46
2024,7,9,1,7.82,6.97
2024,7,9,2,8.4,7.45
